m_avg,f_avg,u18_avg,m_u18_avg,f_u18_avg,18-29_avg,m_18-29_avg,f_18-29_avg,30-44_avg,m_30-44_avg,f_30-44_avg,45+_avg,m_45+_avg,f_45+_avg,top_1000_vot,us_users_avg,non_users_avg,imdb_users_avg,epno,crv-1,crv-2,crv-3,crv-4,crv-5,crv-6,crv-7,crv-8,crv-9,crv-10,sid
7.1,5.5,0.0,0.0,0.0,6.9,6.3,7.0,6.9,7.2,3.0,6.8,6.2,7.6,6.9,7.0,5.9,6.7,16,2,1,0,5,3,4,5,0,1,5,19
7.5,6.1,0.0,0.0,0.0,7.7,8.5,8.0,7.1,7.6,3.0,7.3,6.5,9.0,6.9,7.3,6.7,6.9,15,8,2,2,7,7,3,3,0,0,2,19
6.6,5.4,0.0,0.0,0.0,7.0,9.0,5.0,6.6,7.5,3.0,6.0,5.3,9.0,6.6,6.4,5.8,6.5,14,3,1,0,3,3,3,7,2,1,7,19
6.3,6.0,0.0,0.0,0.0,6.2,6.5,7.5,6.1,6.6,4.0,6.3,5.0,8.3,6.3,6.1,6.0,6.2,13,6,1,1,6,9,9,3,1,1,4,19
8.2,7.3,0.0,0.0,0.0,8.0,7.9,7.5,7.6,8.2,5.2,8.7,8.3,9.5,7.2,7.9,7.6,7.9,12,6,1,3,9,7,4,2,0,0,5,19
6.5,5.4,0.0,0.0,0.0,6.7,7.7,5.0,6.2,6.6,3.0,6.2,5.5,9.0,6.4,6.2,6.2,6.2,11,11,4,3,9,4,5,2,0,0,1,19
6.8,5.9,0.0,0.0,0.0,7.1,7.5,6.0,6.4,7.1,4.3,6.4,5.4,9.5,6.4,6.1,7.3,6.5,10,7,0,1,7,16,7,1,2,0,2,19
7.3,7.2,0.0,0.0,0.0,7.6,7.6,8.0,7.2,7.5,5.6,7.2,6.9,9.5,6.5,7.5,6.9,7.3,9,3,2,3,4,6,9,1,0,0,4,19
4.9,5.1,0.0,0.0,0.0,4.0,2.5,5.0,5.0,5.8,3.3,5.8,4.8,9.0,5.6,4.8,5.1,5.1,8,4,0,0,7,11,5,4,0,0,2,19
6.4,5.6,0.0,0.0,0.0,5.8,7.0,5.0,5.2,5.9,3.0,7.0,6.6,9.3,6.0,6.6,5.4,6.6,7,7,4,2,7,11,3,1,3,2,5,19
7.0,6.0,0.0,0.0,0.0,7.6,9.0,7.0,6.0,6.7,4.0,7.1,6.7,7.2,6.1,7.0,5.4,6.6,6,7,1,5,6,4,5,2,2,0,2,19
5.9,5.5,0.0,0.0,0.0,5.7,6.0,5.0,5.2,6.0,3.0,6.3,5.5,8.0,5.7,5.7,5.6,5.9,5,2,1,1,3,2,1,4,3,4,9,19
5.9,5.4,0.0,0.0,0.0,5.8,6.5,5.0,6.0,6.5,3.0,5.5,4.5,9.0,5.6,5.7,5.8,5.8,4,6,2,5,4,7,8,1,0,0,2,19
6.6,4.6,0.0,0.0,0.0,6.4,7.7,4.3,6.5,6.9,5.3,5.6,5.3,6.3,5.8,6.2,5.5,6.1,3,7,2,4,11,3,6,0,0,0,2,19
6.3,6.0,0.0,0.0,0.0,6.0,6.0,6.0,5.4,5.7,5.8,6.8,6.1,9.0,5.9,5.6,6.5,6.5,2,5,1,2,6,18,10,0,2,0,2,19
6.6,6.3,0.0,0.0,0.0,6.8,5.8,6.0,5.8,6.0,5.5,7.4,7.1,8.3,5.9,6.2,6.6,6.6,1,7,0,2,6,8,5,0,3,0,2,19
5.7,4.5,0.0,0.0,0.0,4.2,5.0,3.0,5.0,5.6,3.0,6.8,6.2,9.0,5.5,5.3,6.0,5.5,0,16,4,6,12,5,8,0,1,0,2,19
6.7,5.6,0.0,0.0,0.0,7.0,7.5,5.0,6.1,6.7,4.0,6.8,6.2,8.0,6.3,6.4,6.8,6.3,19,1,1,4,5,8,5,2,0,0,2,18
6.4,5.8,0.0,0.0,0.0,6.3,6.5,5.5,6.1,6.4,4.9,6.4,5.9,7.7,6.5,6.3,5.8,6.1,18,18,3,3,11,7,4,2,1,4,1,18
5.4,3.8,0.0,0.0,0.0,4.0,5.5,2.3,4.6,5.2,3.0,6.2,5.3,9.0,5.7,4.9,5.0,5.3,17,1,2,4,6,7,6,1,0,0,2,18
6.4,5.5,0.0,0.0,0.0,6.0,7.0,5.0,5.6,6.6,3.0,6.7,6.0,9.5,6.0,6.0,7.2,6.1,16,8,0,6,11,4,6,0,1,0,1,18
6.1,5.7,0.0,0.0,0.0,7.0,7.0,6.0,5.9,6.6,3.0,5.9,5.1,8.0,5.4,5.8,6.2,5.9,15,9,0,5,10,3,3,0,0,1,1,18
5.9,6.7,0.0,0.0,0.0,6.7,6.0,8.0,5.3,5.9,4.3,6.3,5.9,9.0,5.8,6.0,5.4,6.0,14,2,0,8,7,5,5,0,1,0,2,18
6.2,5.8,0.0,0.0,0.0,5.5,6.5,6.0,5.7,6.5,4.0,6.3,5.4,9.0,6.0,5.9,6.2,5.9,13,12,5,13,4,1,3,1,0,0,2,18
6.0,5.4,0.0,0.0,0.0,6.3,7.0,5.0,5.6,6.0,3.0,6.3,5.4,9.0,5.9,5.7,6.2,5.9,12,16,5,9,9,3,2,0,2,1,2,18
6.8,5.7,0.0,0.0,0.0,6.5,7.5,5.0,6.2,7.2,4.5,6.6,6.0,8.0,6.4,6.4,6.8,6.2,11,2,1,2,11,3,6,4,1,3,3,18
6.3,5.5,0.0,0.0,0.0,6.2,6.3,5.0,6.0,6.5,4.2,6.3,5.6,7.2,6.2,5.8,7.5,5.9,10,8,2,3,13,4,7,0,0,0,1,18
6.8,6.4,0.0,0.0,0.0,5.8,6.5,5.5,5.8,6.1,4.3,7.6,7.2,9.0,6.2,6.7,5.6,6.6,9,3,2,1,12,7,5,0,2,0,2,18
7.5,7.1,0.0,0.0,0.0,7.5,8.2,5.0,6.9,7.4,5.8,8.1,7.5,9.3,7.0,7.4,7.8,7.6,8,2,0,3,8,8,5,0,0,0,2,18
6.6,5.7,0.0,0.0,0.0,7.0,8.0,6.0,5.7,6.6,4.0,6.7,6.0,9.0,6.4,6.2,6.8,6.4,7,2,1,2,6,8,6,2,2,0,4,18
5.8,5.2,0.0,0.0,0.0,5.8,5.0,6.0,5.6,6.2,4.2,6.2,5.4,9.5,5.5,5.8,5.5,5.8,6,1,1,0,3,5,8,5,0,0,3,18
6.7,5.4,0.0,0.0,0.0,6.7,7.5,5.0,5.6,7.1,3.0,6.5,6.1,9.0,6.8,6.2,6.2,6.4,5,8,2,4,10,6,4,0,3,0,0,18
5.9,5.5,0.0,0.0,0.0,5.8,6.5,5.0,5.2,6.1,3.0,6.1,5.4,9.5,6.1,5.6,5.9,6.0,4,4,1,7,10,6,5,0,0,0,2,18
6.7,5.6,0.0,0.0,0.0,7.1,8.0,5.5,5.4,6.7,4.3,5.9,5.1,9.0,6.6,6.1,6.0,6.7,3,12,4,11,9,3,3,0,1,0,2,18
5.5,4.9,0.0,0.0,0.0,5.6,6.3,3.5,5.0,5.4,4.0,5.9,5.1,9.0,5.5,5.1,5.5,5.5,2,7,2,3,12,6,8,0,0,0,3,18
6.2,5.9,0.0,0.0,0.0,7.3,7.0,7.5,5.0,5.5,4.0,6.6,5.7,8.3,6.3,6.3,6.5,6.1,1,6,1,7,4,9,8,2,0,0,3,18
6.1,5.4,0.0,0.0,0.0,6.3,7.0,5.0,4.9,5.6,3.0,6.5,6.1,8.5,4.9,5.8,6.2,5.7,0,6,0,3,10,5,9,0,0,1,3,18
6.8,4.9,0.0,0.0,0.0,7.0,6.5,7.5,6.8,7.7,3.0,6.4,5.9,8.5,6.2,6.0,8.0,6.3,19,6,1,2,9,3,5,2,0,0,2,17
6.0,4.9,0.0,0.0,0.0,5.3,6.5,4.5,5.0,5.5,3.0,6.6,6.1,9.0,5.4,5.4,6.3,5.6,18,7,6,6,10,4,5,0,0,1,1,17
7.8,5.8,0.0,0.0,0.0,6.5,7.0,5.0,7.2,8.3,4.3,8.0,7.6,9.0,7.8,7.4,7.5,7.6,17,12,9,6,10,6,6,4,0,0,3,17
6.0,5.6,0.0,0.0,0.0,6.2,6.5,5.0,6.2,7.0,4.0,5.3,4.4,9.5,6.4,6.0,5.5,5.8,16,13,4,6,11,0,4,3,0,0,0,17
7.3,6.7,0.0,0.0,0.0,7.4,8.7,5.0,6.7,7.4,5.5,7.4,7.0,9.3,6.4,7.3,6.0,7.1,15,2,0,4,8,4,5,3,0,0,1,17
5.9,5.5,0.0,0.0,0.0,5.2,7.0,5.0,5.7,6.3,4.3,5.6,4.7,9.0,6.4,5.7,5.2,6.2,14,8,4,5,8,3,3,0,0,0,1,17
5.9,5.4,0.0,0.0,0.0,6.1,6.7,5.5,5.3,5.8,3.7,6.0,5.1,9.0,6.0,5.5,5.9,5.7,13,24,6,7,4,6,3,0,0,1,5,17
6.0,5.3,0.0,0.0,0.0,5.4,6.0,5.0,5.5,6.1,3.0,6.5,5.8,9.0,6.0,5.8,5.5,6.0,12,11,3,7,4,3,5,0,0,0,1,17
5.5,7.2,0.0,0.0,0.0,5.2,4.6,9.0,6.3,5.7,7.5,5.8,5.6,6.7,7.3,6.3,4.5,5.8,11,6,1,4,8,2,4,0,0,0,0,17
5.8,6.6,0.0,0.0,0.0,6.0,5.2,7.0,5.8,6.0,5.5,6.5,5.8,9.0,5.8,5.6,5.9,6.1,10,3,1,8,10,4,5,0,1,1,1,17
5.9,4.9,0.0,0.0,0.0,6.3,7.7,1.0,5.6,5.9,4.3,5.9,5.2,9.0,5.2,5.5,5.4,5.8,9,10,3,7,10,2,3,0,0,0,2,17
6.2,5.9,0.0,0.0,0.0,4.6,6.0,5.0,5.7,6.3,4.3,7.1,6.6,8.0,6.2,5.8,6.6,6.2,8,16,7,11,3,1,5,0,0,0,3,17
6.2,4.2,0.0,0.0,0.0,3.7,5.0,2.7,5.6,6.2,4.0,6.2,5.4,8.0,5.9,5.1,7.0,5.6,7,2,0,0,5,6,5,4,2,1,4,17
6.3,5.4,0.0,0.0,0.0,6.3,7.0,5.0,5.8,6.7,3.0,6.4,5.8,9.0,6.2,6.0,7.0,6.2,6,10,5,5,10,8,4,0,0,0,2,17
6.6,5.4,0.0,0.0,0.0,6.0,7.0,5.0,6.7,7.4,3.0,6.0,5.4,9.0,6.6,6.3,6.6,6.4,5,20,4,9,8,2,5,2,0,0,2,17
7.2,5.4,0.0,0.0,0.0,7.5,8.3,5.0,5.7,7.2,3.0,7.0,6.6,9.0,6.3,6.6,7.0,7.0,4,9,3,4,12,3,3,0,1,0,0,17
6.7,5.7,0.0,0.0,0.0,5.8,5.0,5.0,5.7,6.3,4.0,7.0,6.5,8.7,6.4,6.4,6.8,6.3,3,5,8,7,11,4,2,0,0,0,0,17
6.8,5.7,0.0,0.0,0.0,6.7,7.0,6.0,5.4,7.0,3.0,6.7,6.2,9.0,6.4,6.6,6.2,6.4,2,4,1,6,7,5,3,2,0,0,1,17
6.6,5.6,0.0,0.0,0.0,6.0,6.5,5.0,5.8,6.7,4.0,6.9,6.5,9.0,6.6,6.7,5.1,6.3,1,6,4,5,10,3,4,2,0,0,0,17
5.8,5.4,0.0,0.0,0.0,6.0,6.5,5.0,5.3,6.0,3.0,5.9,5.2,9.0,5.9,5.6,5.6,5.8,0,13,3,9,12,11,6,2,1,0,2,17
6.1,4.9,0.0,0.0,0.0,4.8,6.5,3.0,5.5,6.7,4.5,6.3,5.6,8.3,6.2,5.6,5.9,5.8,19,2,1,5,7,7,7,1,2,0,3,16
5.5,4.8,0.0,0.0,0.0,4.9,7.0,5.5,5.0,5.6,3.0,5.8,5.2,9.0,5.0,5.1,6.2,5.4,18,3,1,2,8,3,5,2,0,1,3,16
6.6,6.2,0.0,0.0,0.0,5.9,5.6,6.0,6.9,7.8,4.3,6.6,5.9,9.5,7.4,6.6,6.0,6.8,17,10,2,2,5,4,8,2,3,1,6,16
7.1,6.5,0.0,0.0,0.0,6.0,6.5,5.0,6.9,7.7,5.7,6.9,6.2,8.3,7.3,7.0,7.0,6.4,16,3,1,5,11,3,5,1,0,0,2,16
5.6,6.4,0.0,0.0,0.0,6.0,6.0,6.0,5.8,5.9,5.8,5.7,4.8,7.7,6.5,5.9,6.0,5.7,15,6,2,5,13,2,4,0,0,0,3,16
5.6,4.1,0.0,0.0,0.0,4.2,5.0,3.0,4.4,5.8,2.7,6.2,5.5,7.7,6.1,5.1,5.2,5.4,14,7,2,3,11,5,4,3,2,0,2,16
6.3,6.0,0.0,0.0,0.0,6.7,7.0,6.0,6.3,6.8,5.5,6.5,5.8,8.3,7.1,6.5,7.0,6.1,13,7,5,10,15,5,5,3,0,1,4,16
5.5,7.0,0.0,0.0,0.0,6.0,6.0,6.0,5.9,5.9,6.0,5.7,5.0,9.0,5.9,6.1,6.3,5.9,12,2,4,0,5,5,6,1,2,1,5,16
7.4,6.1,0.0,0.0,0.0,6.3,6.3,6.0,7.5,7.9,5.0,7.3,7.3,7.8,7.8,7.4,5.9,7.2,11,4,0,3,11,5,4,0,1,0,2,16
6.3,7.2,0.0,0.0,0.0,6.8,7.5,6.0,6.2,6.4,5.0,6.2,5.3,9.0,7.1,6.7,6.0,6.4,10,3,1,2,15,6,6,1,0,0,2,16
6.2,7.2,0.0,0.0,0.0,6.8,7.0,6.0,5.5,5.5,5.5,7.2,6.1,9.8,7.2,6.8,6.5,6.7,9,4,2,5,6,3,7,0,2,0,2,16
6.9,7.0,0.0,0.0,0.0,6.5,7.0,5.0,6.2,6.7,5.0,7.3,6.9,9.0,6.6,7.1,6.1,7.1,8,1,1,5,4,3,10,3,0,0,2,16
6.1,7.0,0.0,0.0,0.0,5.8,6.0,5.0,5.8,5.9,5.0,6.4,5.5,9.0,7.1,6.4,6.2,6.2,7,3,6,7,10,8,4,0,0,1,3,16
5.6,6.6,0.0,0.0,0.0,6.0,6.5,5.0,5.8,5.9,5.5,5.7,5.0,9.5,6.1,5.7,6.5,5.9,6,7,5,6,8,3,6,0,0,0,4,16
5.9,7.0,0.0,0.0,0.0,6.0,6.5,6.0,6.1,6.5,5.5,6.2,5.4,9.5,6.7,6.2,6.8,6.4,5,5,1,2,6,3,4,1,0,0,3,16
7.8,8.1,0.0,0.0,0.0,7.7,7.3,8.0,6.6,6.8,5.0,8.9,8.7,9.5,7.7,8.1,7.5,8.0,4,3,0,1,9,5,7,0,0,0,2,16
7.0,7.2,0.0,0.0,0.0,7.0,7.5,7.5,6.7,7.0,5.0,7.0,6.1,9.5,6.7,6.9,6.6,6.9,3,19,3,19,9,0,6,0,0,0,3,16
6.1,6.8,0.0,0.0,0.0,7.2,7.7,6.0,5.1,4.8,5.5,7.0,6.3,9.0,6.7,6.4,6.8,6.6,2,2,2,2,8,8,5,0,0,1,2,16
5.8,7.2,0.0,0.0,0.0,5.0,4.7,6.0,6.0,6.2,5.0,5.4,4.8,9.0,6.4,5.9,5.7,5.9,1,3,1,2,13,2,4,0,1,0,2,16
7.9,7.9,0.0,0.0,0.0,7.2,6.5,8.0,7.7,7.9,5.0,8.1,8.0,8.7,7.1,8.1,7.7,7.8,0,11,4,8,16,2,7,0,3,0,1,16
7.4,8.1,0.0,0.0,0.0,6.8,5.3,8.5,7.2,7.3,7.0,8.0,7.7,9.5,7.7,7.1,8.8,7.6,19,1,0,2,3,3,7,3,0,1,3,15
5.8,6.3,0.0,0.0,0.0,6.0,6.0,5.4,5.6,5.0,6.0,5.3,9.0,5.6,5.6,5.8,5.9,0.0,18,8,1,3,9,5,6,1,0,1,3,15
6.6,8.0,0.0,0.0,0.0,8.0,7.0,10.0,5.8,5.9,5.0,6.9,6.3,9.8,6.0,6.5,6.9,6.9,17,6,3,13,5,2,4,4,1,0,5,15
5.0,6.2,0.0,0.0,0.0,7.0,7.0,4.9,5.3,3.5,5.0,4.4,9.0,5.3,5.0,5.2,5.1,0.0,16,2,0,2,6,6,7,0,1,0,2,15
5.3,5.0,0.0,0.0,0.0,3.8,6.5,1.0,5.5,5.6,5.0,5.6,4.6,8.2,5.0,5.1,6.1,5.2,15,1,2,1,4,10,5,3,0,0,2,15
6.7,7.7,0.0,0.0,0.0,7.0,7.0,6.9,7.2,5.0,6.6,6.0,9.0,6.9,6.8,7.2,6.7,0.0,14,5,0,4,7,10,4,1,2,1,3,15
6.4,7.6,0.0,0.0,0.0,7.0,7.0,6.1,6.3,6.3,7.0,6.4,9.5,6.3,6.5,7.2,6.7,0.0,13,5,1,2,8,5,4,3,0,0,2,15
4.9,7.7,0.0,0.0,0.0,3.0,3.0,5.1,5.1,5.0,6.0,5.2,9.0,5.1,5.0,6.8,5.2,0.0,12,6,1,5,13,3,6,1,1,1,2,15
6.4,7.3,0.0,0.0,0.0,6.2,6.0,7.0,5.9,6.1,5.0,6.7,6.1,8.0,6.7,6.6,6.4,5.9,11,2,1,2,3,5,6,2,2,0,3,15
6.5,7.8,0.0,0.0,0.0,6.7,7.0,7.0,6.5,6.7,5.0,6.2,5.6,9.5,7.1,6.7,7.0,6.6,10,2,0,5,7,5,6,0,0,0,2,15
6.2,7.0,0.0,0.0,0.0,8.0,9.0,7.0,6.0,6.3,5.5,6.2,5.6,9.0,5.4,6.3,7.0,6.1,9,2,2,2,6,13,8,1,0,0,2,15
6.4,6.9,0.0,0.0,0.0,7.0,7.0,7.0,6.3,6.7,5.7,6.5,5.8,8.0,6.2,6.4,7.2,6.4,8,1,1,2,4,5,4,1,0,1,4,15
6.7,6.3,0.0,0.0,0.0,6.5,6.0,7.0,6.2,6.8,4.0,6.6,6.0,9.0,7.0,6.6,6.6,6.5,7,1,1,3,7,1,5,1,0,0,2,15
6.5,6.4,0.0,0.0,0.0,5.5,4.0,7.0,7.0,7.2,5.0,6.7,6.1,9.5,6.1,6.8,6.3,6.3,6,1,0,5,6,5,6,1,2,0,2,15
7.0,7.2,0.0,0.0,0.0,6.7,7.0,7.0,6.9,7.3,6.0,6.5,5.8,9.0,7.4,6.9,7.2,6.8,5,3,1,2,7,9,10,1,0,1,2,15
6.5,8.0,0.0,0.0,0.0,6.7,6.3,8.5,6.5,6.8,5.0,5.9,5.2,8.3,7.3,7.0,6.5,6.3,4,1,1,1,7,6,5,0,1,0,2,15
6.8,6.7,0.0,0.0,0.0,5.0,6.0,7.0,7.0,7.2,5.0,6.7,6.5,7.7,7.0,6.7,7.2,6.5,3,2,0,2,5,9,5,2,0,0,2,15
6.2,7.5,0.0,0.0,0.0,5.5,7.0,7.0,6.5,6.6,7.3,6.0,5.4,9.3,6.6,6.6,5.8,6.3,2,2,0,2,9,7,5,0,0,0,2,15
5.7,8.0,0.0,0.0,0.0,7.5,7.5,5.0,4.7,6.5,7.0,6.5,9.5,6.0,6.4,5.0,6.2,0.0,1,3,0,1,9,8,7,0,0,1,3,15
5.8,8.2,0.0,0.0,0.0,8.0,8.0,5.5,5.3,8.0,6.7,6.1,8.3,5.0,6.4,5.7,6.2,0.0,0,5,3,2,8,5,7,0,1,0,2,15
5.6,6.7,0.0,0.0,0.0,5.5,6.7,2.0,4.8,4.5,7.0,6.9,6.4,8.3,4.6,6.3,4.7,6.1,19,5,6,8,3,3,4,0,0,0,1,14
7.4,6.6,0.0,0.0,0.0,5.0,7.0,1.0,6.4,6.0,7.0,8.2,7.9,8.7,7.4,7.6,6.0,7.2,12,1,0,8,2,5,2,1,0,0,2,13
5.5,7.0,0.0,0.0,0.0,3.3,4.5,1.0,5.4,5.1,8.0,6.6,6.1,9.5,5.9,5.9,4.8,5.4,11,2,2,4,4,9,4,2,0,2,3,13
5.5,7.7,0.0,0.0,0.0,4.8,4.8,5.5,5.3,6.5,6.5,5.8,8.7,5.1,6.1,5.3,5.8,0.0,10,1,1,7,4,5,2,0,1,0,2,13
6.3,8.2,0.0,0.0,0.0,6.0,6.0,6.2,5.9,7.0,7.2,6.7,9.5,5.7,6.9,6.1,6.4,0.0,9,1,2,1,4,5,7,0,0,0,2,13
7.7,8.7,0.0,0.0,0.0,8.0,8.0,6.9,6.9,7.9,7.6,8.7,7.1,7.8,8.2,7.6,0.0,0.0,8,5,2,3,6,2,2,1,2,0,2,13
5.4,8.3,0.0,0.0,0.0,5.0,5.0,5.0,5.2,4.8,8.0,6.6,5.9,8.7,5.5,6.1,5.2,5.9,7,1,0,2,4,9,4,1,0,1,3,13
7.5,7.8,0.0,0.0,0.0,8.7,8.2,6.5,6.4,6.0,8.3,8.0,9.7,7.7,7.7,6.7,7.4,0.0,6,2,2,2,3,5,6,1,0,0,2,13
6.6,8.3,0.0,0.0,0.0,7.7,9.0,5.6,5.4,7.0,7.1,6.7,9.0,6.1,7.1,6.0,6.6,0.0,5,1,2,3,4,3,6,1,3,0,2,13
5.6,6.6,0.0,0.0,0.0,3.2,4.0,1.0,5.1,4.5,6.5,6.7,6.1,9.5,6.5,6.3,4.1,5.4,4,5,0,2,6,3,6,0,1,1,2,13
7.4,8.7,0.0,0.0,0.0,7.0,7.0,6.8,6.6,8.0,8.1,7.9,9.0,7.4,7.8,6.9,7.5,0.0,3,1,1,4,4,5,9,1,0,1,3,13
7.9,8.7,0.0,0.0,0.0,8.5,8.1,10.0,6.2,5.8,8.0,8.8,8.6,9.5,8.0,8.6,6.7,8.0,2,6,1,6,7,2,2,0,0,0,1,13
6.8,7.9,0.0,0.0,0.0,6.7,7.0,6.0,6.4,6.1,7.5,7.3,6.8,9.0,7.0,6.7,7.1,7.0,1,3,2,2,3,8,3,1,4,0,3,13
6.0,7.6,0.0,0.0,0.0,3.0,3.0,5.6,5.4,6.0,7.1,6.6,9.5,6.0,6.5,6.1,6.2,0.0,0,3,5,13,2,4,5,0,2,0,1,13
6.5,8.3,0.0,0.0,0.0,5.0,5.0,6.1,5.9,7.0,7.2,6.8,9.0,7.1,7.1,5.7,6.6,0.0,18,5,1,1,5,6,6,2,0,1,2,14
5.9,8.7,0.0,0.0,0.0,5.0,5.0,5.6,5.3,8.0,7.1,6.6,9.0,7.4,6.7,5.4,6.3,0.0,17,1,0,1,5,10,6,1,0,0,2,14
6.4,4.3,0.0,0.0,0.0,5.0,5.0,5.3,6.3,1.5,6.8,6.4,10.0,6.3,6.5,4.5,6.2,0.0,16,2,1,2,4,10,6,2,0,0,2,14
7.6,8.3,0.0,0.0,0.0,8.2,8.0,8.5,6.7,6.4,8.0,7.9,7.7,10.0,7.4,7.8,7.2,7.7,15,4,3,5,8,2,6,1,3,2,5,14
6.0,6.2,0.0,0.0,0.0,6.0,6.0,5.1,5.2,5.0,6.4,6.1,10.0,5.9,6.4,4.6,5.9,0.0,14,2,1,2,7,9,2,2,1,0,2,14
6.3,5.5,0.0,0.0,0.0,6.0,6.0,5.2,5.8,2.5,6.8,6.4,10.0,6.2,6.6,4.6,6.5,0.0,13,2,1,2,6,9,3,2,2,0,3,14
6.2,5.7,0.0,0.0,0.0,7.0,7.0,5.2,5.8,3.5,6.4,6.0,10.0,6.0,6.5,4.8,5.9,0.0,12,2,0,4,13,4,2,0,1,1,3,14
6.7,5.7,0.0,0.0,0.0,6.0,6.0,5.2,6.0,3.5,7.1,6.7,10.0,7.1,7.1,4.0,6.3,0.0,11,2,0,3,3,10,2,2,1,1,3,14
7.0,6.2,0.0,0.0,0.0,7.0,7.0,5.7,6.2,5.0,7.6,7.2,10.0,7.3,7.5,4.5,6.9,0.0,10,3,0,2,5,4,3,0,0,0,2,14
6.8,4.9,0.0,0.0,0.0,6.5,8.0,2.0,6.1,6.8,4.3,6.6,6.1,10.0,6.3,6.8,5.5,6.4,9,2,0,3,7,4,3,0,1,0,2,14
