m_avg,f_avg,u18_avg,m_u18_avg,f_u18_avg,18-29_avg,m_18-29_avg,f_18-29_avg,30-44_avg,m_30-44_avg,f_30-44_avg,45+_avg,m_45+_avg,f_45+_avg,top_1000_vot,us_users_avg,non_users_avg,imdb_users_avg,epno,crv-1,crv-2,crv-3,crv-4,crv-5,crv-6,crv-7,crv-8,crv-9,crv-10,sid
7.7,10.0,0.0,0.0,0.0,9.0,8.5,10.0,7.4,7.4,7.7,7.4,10.0,7.8,8.0,7.8,8.0,0.0,8,2,1,4,7,3,4,0,1,0,2,14
6.5,6.3,0.0,0.0,0.0,5.5,5.5,5.3,5.6,4.7,7.3,7.0,8.0,6.6,7.0,4.7,6.5,0.0,7,4,1,5,6,1,6,0,0,0,1,14
6.5,6.0,0.0,0.0,0.0,5.5,5.5,5.7,6.1,4.7,6.9,6.5,10.0,6.9,6.8,4.2,6.3,0.0,6,2,2,3,6,6,5,0,1,0,2,14
6.2,6.2,0.0,0.0,0.0,6.0,6.0,4.8,5.5,3.3,7.2,6.4,10.0,6.2,6.6,4.5,6.2,0.0,5,2,1,4,7,2,3,2,0,0,2,14
6.3,5.7,0.0,0.0,0.0,7.0,8.0,6.0,4.9,5.2,4.3,7.0,6.6,10.0,6.2,6.6,4.2,5.9,4,2,3,4,4,9,2,2,0,0,3,14
6.3,5.3,0.0,0.0,0.0,6.3,7.0,5.2,6.2,3.3,6.1,5.6,8.7,6.3,6.5,4.6,5.9,0.0,3,1,0,3,5,5,5,0,0,1,2,14
6.1,5.5,0.0,0.0,0.0,5.0,5.0,4.7,5.3,1.0,6.8,6.4,10.0,6.5,6.7,3.8,5.9,0.0,2,1,1,3,5,7,4,0,1,0,3,14
6.2,5.2,0.0,0.0,0.0,6.3,6.3,4.7,5.1,3.7,7.2,6.9,10.0,6.4,6.6,4.5,6.0,0.0,1,2,0,2,4,9,6,1,2,1,3,14
6.5,6.5,0.0,0.0,0.0,7.2,7.0,7.5,5.5,6.1,1.0,6.7,6.2,10.0,6.9,7.1,4.3,6.4,0,8,3,6,12,4,2,1,3,1,3,14
6.3,5.5,0.0,0.0,0.0,6.0,6.0,5.1,5.7,4.0,6.6,6.3,10.0,6.0,6.6,4.5,6.1,0.0,19,4,1,2,4,9,5,0,0,0,2,12
6.4,5.5,0.0,0.0,0.0,6.0,6.0,5.5,6.1,1.0,6.7,6.2,10.0,7.1,7.1,3.5,6.2,0.0,18,1,1,2,2,15,5,1,0,1,2,12
7.9,8.3,0.0,0.0,0.0,8.0,7.0,10.0,6.7,7.2,5.0,8.4,8.2,10.0,7.7,7.9,8.2,8.0,17,3,0,2,1,5,6,1,1,1,3,12
7.9,8.0,0.0,0.0,0.0,8.5,8.0,10.0,7.2,7.8,6.0,7.9,7.7,10.0,7.4,7.8,8.5,7.9,16,1,2,2,2,9,3,0,0,0,2,12
7.9,7.5,0.0,0.0,0.0,7.0,7.0,6.8,7.2,5.0,8.1,7.9,10.0,7.0,7.6,10.0,7.6,0.0,15,1,1,2,3,6,4,1,2,0,1,12
7.8,8.8,0.0,0.0,0.0,7.8,7.0,10.0,6.8,6.5,7.5,8.6,8.4,10.0,7.7,8.1,7.7,8.0,14,9,1,4,7,4,2,1,0,2,1,12
7.7,10.0,0.0,0.0,0.0,9.0,8.0,10.0,6.4,6.4,8.0,7.7,10.0,7.4,8.0,8.3,7.8,0.0,13,1,1,4,3,6,3,1,0,0,1,12
7.2,6.5,0.0,0.0,0.0,5.7,7.0,6.0,6.6,3.0,7.4,7.1,10.0,6.8,7.1,7.3,6.7,0.0,12,4,1,4,3,4,3,1,0,0,2,12
6.7,7.5,0.0,0.0,0.0,6.0,6.0,5.4,5.5,5.0,7.3,7.0,10.0,6.3,6.8,6.5,6.6,0.0,11,4,1,4,6,2,5,0,1,0,0,12
7.9,7.3,0.0,0.0,0.0,4.0,7.0,6.9,7.5,6.0,7.9,7.6,10.0,7.6,7.4,9.0,7.5,0.0,10,2,1,2,1,9,5,1,0,0,1,12
8.0,9.0,0.0,0.0,0.0,8.0,7.0,10.0,6.7,6.6,7.0,8.5,8.4,10.0,7.9,8.1,8.2,7.8,9,1,1,1,2,7,7,1,0,0,1,12
7.4,8.0,0.0,0.0,0.0,5.0,5.0,7.1,7.1,7.0,7.4,7.1,10.0,6.8,7.4,7.0,7.0,0.0,8,4,1,1,4,6,4,1,0,1,1,12
8.1,8.7,0.0,0.0,0.0,8.8,8.5,10.0,7.9,8.0,6.0,8.3,8.2,10.0,8.1,8.1,8.6,8.1,7,12,8,8,6,9,2,0,0,0,0,12
7.4,7.5,0.0,0.0,0.0,7.5,7.5,6.6,6.8,5.0,7.8,7.5,10.0,7.1,7.3,8.1,7.5,0.0,6,2,4,3,6,4,5,0,0,0,1,12
8.0,8.4,0.0,0.0,0.0,7.9,8.0,9.0,6.8,6.8,8.2,8.5,8.4,10.0,7.7,8.0,7.4,7.9,5,8,6,10,3,0,2,1,0,0,1,12
6.1,6.5,0.0,0.0,0.0,5.5,5.5,5.6,6.0,3.0,6.3,5.8,10.0,5.7,6.1,6.3,6.1,0.0,4,9,2,4,7,1,4,0,0,0,0,12
7.3,8.0,0.0,0.0,0.0,7.8,8.2,6.0,6.8,6.4,8.0,7.5,7.2,10.0,6.2,7.6,7.0,7.2,3,4,3,3,4,4,5,2,0,0,2,12
7.4,8.0,0.0,0.0,0.0,6.8,6.7,7.0,7.5,7.5,7.0,7.5,7.3,10.0,8.0,7.5,7.5,7.5,2,2,1,1,6,2,4,0,1,0,2,12
8.3,9.2,0.0,0.0,0.0,9.1,8.9,10.0,7.9,7.7,8.5,8.4,8.3,10.0,8.0,8.4,8.2,8.2,1,3,0,4,3,9,5,1,1,0,3,12
7.2,7.0,0.0,0.0,0.0,7.0,7.0,6.6,7.1,4.0,7.3,7.0,10.0,6.2,7.2,7.0,7.3,0.0,0,12,4,18,3,5,2,1,2,0,1,12
8.7,8.6,0.0,0.0,0.0,8.7,9.1,8.2,8.1,8.2,10.0,8.9,8.8,10.0,7.8,9.2,7.5,8.5,17,9,2,5,6,4,4,2,0,0,0,11
7.8,8.8,0.0,0.0,0.0,6.8,4.5,9.0,7.6,7.7,7.0,8.2,8.0,10.0,7.7,7.9,8.6,8.0,16,3,0,2,2,8,5,3,0,0,2,11
7.1,10.0,0.0,0.0,0.0,6.5,6.5,7.8,7.8,6.5,6.0,10.0,6.9,7.2,7.7,6.9,0.0,0.0,15,8,1,2,7,3,7,1,1,0,1,11
6.5,6.3,0.0,0.0,0.0,6.5,6.5,6.1,6.6,4.5,6.3,5.9,10.0,6.4,6.5,7.0,6.4,0.0,14,1,0,3,4,1,7,2,4,1,2,11
8.3,9.1,0.0,0.0,0.0,7.7,8.5,10.0,8.5,8.7,8.3,8.0,9.3,8.7,8.5,8.0,7.9,0.0,13,2,1,2,5,3,5,2,1,1,5,11
6.0,10.0,0.0,0.0,0.0,6.0,6.0,6.2,6.2,6.0,5.2,10.0,5.8,6.3,7.5,6.4,0.0,0.0,12,2,1,2,6,5,2,0,0,0,1,11
6.0,7.0,0.0,0.0,0.0,6.3,6.3,5.5,5.5,6.0,5.8,7.0,6.7,6.5,4.8,5.9,0.0,0.0,11,1,2,2,4,6,3,1,0,0,0,11
6.7,7.0,0.0,0.0,0.0,6.0,6.0,6.6,6.6,6.5,6.5,7.0,6.9,6.9,6.4,6.5,0.0,0.0,10,2,0,2,1,2,6,4,4,0,1,11
7.6,8.8,0.0,0.0,0.0,9.0,8.7,10.0,7.6,6.9,10.0,7.5,7.5,7.5,7.2,8.0,7.7,7.8,9,3,2,2,4,9,6,1,0,3,2,11
5.8,4.8,0.0,0.0,0.0,3.5,6.0,1.0,5.6,5.9,4.0,5.6,5.3,7.0,5.3,5.5,5.9,5.5,8,2,1,3,6,7,2,1,0,0,1,11
6.5,5.8,0.0,0.0,0.0,5.5,6.0,5.0,5.8,6.1,4.0,6.5,6.4,7.0,6.7,6.3,7.5,6.3,7,2,1,4,2,4,5,4,0,0,1,11
6.6,6.2,0.0,0.0,0.0,5.7,5.7,6.3,6.4,5.5,6.7,6.7,7.0,6.5,6.6,7.2,6.5,0.0,6,3,0,2,7,6,6,1,0,0,1,11
6.5,7.1,0.0,0.0,0.0,5.3,4.0,8.0,6.2,6.1,6.5,6.7,6.5,7.3,6.6,6.6,7.2,6.6,5,4,1,2,6,5,3,1,2,0,1,11
6.8,5.6,0.0,0.0,0.0,8.3,10.0,5.0,6.0,6.3,5.2,6.4,6.3,6.3,6.7,6.4,7.5,6.5,4,2,2,6,9,2,6,2,0,1,2,11
7.2,6.2,0.0,0.0,0.0,8.0,8.0,6.5,6.6,6.0,6.6,6.6,6.5,6.8,6.8,7.0,6.9,0.0,3,3,0,3,8,5,3,0,0,0,1,11
7.0,6.2,0.0,0.0,0.0,5.0,5.0,6.6,7.0,5.0,6.8,6.7,7.5,6.6,6.8,7.0,6.8,0.0,2,4,3,1,5,6,3,1,1,0,3,11
6.8,5.6,0.0,0.0,0.0,6.5,7.0,6.0,6.1,6.6,5.3,6.5,6.4,6.3,7.0,6.4,7.2,6.3,1,4,2,4,7,6,4,2,0,2,1,11
7.0,6.5,0.0,0.0,0.0,6.0,6.0,6.9,7.2,5.0,6.7,6.5,7.0,7.0,7.0,6.9,7.0,0.0,0,5,0,3,8,5,8,3,0,0,2,11
7.7,7.7,0.0,0.0,0.0,5.5,5.3,6.0,7.2,7.2,7.0,8.0,7.8,10.0,7.6,7.6,8.3,7.6,17,5,1,4,1,8,3,1,1,1,3,10
6.4,6.2,0.0,0.0,0.0,4.7,4.7,5.9,6.0,5.5,6.4,6.3,7.0,6.4,6.5,6.5,5.9,0.0,16,3,0,8,3,5,2,3,0,2,2,10
6.9,5.9,0.0,0.0,0.0,5.0,6.0,4.0,6.3,6.7,5.0,6.8,6.8,6.7,6.8,6.8,6.4,6.6,15,6,1,4,4,8,2,2,2,3,2,10
8.0,7.9,0.0,0.0,0.0,8.0,7.0,10.0,8.0,8.2,7.5,7.9,8.0,7.0,7.8,7.9,8.1,7.9,14,4,2,6,7,3,1,0,0,0,2,10
8.0,7.6,0.0,0.0,0.0,8.9,9.3,10.0,7.0,7.1,6.5,8.3,8.4,7.5,7.8,8.2,7.7,7.9,13,5,1,4,0,4,4,3,2,3,4,10
5.9,7.0,0.0,0.0,0.0,3.0,3.0,4.8,4.9,4.0,6.8,6.6,8.0,6.6,6.7,4.0,5.9,0.0,12,4,0,5,2,11,2,2,4,0,3,10
6.4,6.7,0.0,0.0,0.0,6.0,6.0,10.0,5.7,5.7,6.0,6.9,6.8,6.7,6.7,6.7,5.8,6.6,11,4,1,5,1,6,4,1,1,0,2,10
6.2,7.5,0.0,0.0,0.0,5.5,4.0,7.0,5.5,5.1,6.5,7.1,6.8,10.0,6.3,6.4,6.7,6.3,10,7,1,5,9,2,2,0,0,0,1,10
6.2,7.0,0.0,0.0,0.0,6.0,6.0,5.3,5.2,5.5,6.9,6.5,10.0,5.9,6.1,7.3,6.2,0.0,9,3,1,4,1,6,6,2,1,0,3,10
6.3,7.0,0.0,0.0,0.0,6.0,6.0,5.5,5.7,4.0,6.8,6.5,10.0,5.9,6.3,6.7,6.3,0.0,8,11,6,10,8,5,4,1,0,0,3,10
5.8,7.3,0.0,0.0,0.0,5.5,5.5,5.3,5.2,6.0,6.2,5.9,8.0,5.5,5.9,6.2,5.9,0.0,7,5,2,6,4,2,5,4,0,0,2,10
6.0,6.4,0.0,0.0,0.0,6.0,10.0,6.0,5.4,5.4,5.2,6.4,6.1,10.0,6.0,6.1,6.3,6.0,6,4,1,5,1,1,5,3,1,3,4,10
6.4,7.5,0.0,0.0,0.0,6.5,7.0,6.0,5.8,5.8,6.0,6.7,6.5,9.0,6.0,6.5,6.7,6.4,5,6,1,5,5,7,0,0,0,0,1,10
6.6,7.2,0.0,0.0,0.0,7.0,7.0,6.2,6.1,6.5,7.0,6.7,8.0,6.7,6.9,6.4,6.6,0.0,4,11,2,9,4,2,2,1,0,0,1,10
5.6,7.0,0.0,0.0,0.0,2.4,4.8,5.0,5.1,4.0,6.3,6.0,10.0,5.9,5.7,5.0,5.9,0.0,3,5,0,6,6,6,2,0,0,0,2,10
6.7,6.9,0.0,0.0,0.0,8.5,8.5,6.2,6.2,6.1,6.4,6.1,10.0,6.8,7.0,6.2,6.8,0.0,2,4,2,4,1,10,6,1,1,0,3,10
7.8,9.1,0.0,0.0,0.0,8.6,7.0,10.0,8.0,8.3,7.0,7.6,7.3,10.0,8.0,7.4,8.9,8.1,1,6,0,4,4,3,5,1,1,0,2,10
7.9,8.6,0.0,0.0,0.0,8.5,8.7,10.0,7.5,8.1,5.7,7.9,7.5,10.0,7.9,8.0,8.7,8.1,0,5,1,5,1,5,4,0,2,0,3,10
7.4,8.0,0.0,0.0,0.0,7.3,7.5,7.3,7.6,6.0,7.3,7.1,10.0,7.5,7.1,8.7,7.5,0.0,18,5,3,3,2,8,2,3,0,2,3,9
7.4,6.3,0.0,0.0,0.0,6.8,7.3,7.0,6.9,7.2,6.0,6.8,6.9,6.0,7.2,7.2,6.9,7.0,17,8,1,7,7,4,1,0,0,0,1,9
5.6,4.2,0.0,0.0,0.0,4.7,7.0,1.0,4.8,4.9,4.5,5.4,5.6,7.0,6.4,5.4,4.8,5.6,16,4,1,3,3,7,7,1,1,1,3,9
6.2,5.2,0.0,0.0,0.0,6.3,6.5,5.7,6.0,5.0,5.8,5.9,5.5,6.8,6.2,5.7,6.1,0.0,15,7,0,6,2,9,4,3,0,0,3,9
6.6,5.7,0.0,0.0,0.0,6.3,6.5,6.1,6.1,6.4,6.6,5.7,6.8,6.6,6.3,6.4,0.0,0.0,14,3,1,7,2,5,2,1,3,0,4,9
7.1,6.3,0.0,0.0,0.0,6.8,6.7,6.6,7.2,3.0,7.0,6.7,8.0,6.7,6.7,7.8,6.9,0.0,13,4,0,4,2,6,2,1,0,0,3,9
6.8,6.7,0.0,0.0,0.0,7.0,7.0,6.0,6.7,3.0,6.7,6.4,8.5,6.9,6.4,8.0,6.8,0.0,12,5,1,6,7,3,1,1,0,0,3,9
6.2,7.5,0.0,0.0,0.0,7.0,7.0,6.0,6.2,5.0,6.0,5.6,10.0,6.7,6.0,7.7,6.2,0.0,11,6,1,6,4,8,3,0,2,1,3,9
6.5,6.8,0.0,0.0,0.0,6.0,6.0,6.2,6.5,5.0,6.5,6.2,8.5,6.2,6.4,7.0,6.4,0.0,10,8,0,6,6,4,1,0,0,0,0,9
6.4,5.5,0.0,0.0,0.0,5.3,5.5,5.8,6.0,5.0,6.3,6.4,5.7,6.4,6.4,5.8,6.2,0.0,9,6,0,4,6,5,3,1,1,0,3,9
7.2,6.0,0.0,0.0,0.0,7.0,7.0,7.0,6.6,6.6,6.9,7.1,5.5,7.3,7.3,5.4,6.9,0.0,8,4,0,4,6,9,2,2,0,0,3,9
6.4,6.0,0.0,0.0,0.0,5.7,6.5,5.9,5.7,7.0,6.3,6.4,5.5,6.0,6.5,6.1,6.3,0.0,7,6,0,4,1,8,3,1,1,1,3,9
6.1,6.7,0.0,0.0,0.0,5.7,6.0,5.6,5.7,5.0,6.4,6.1,10.0,6.9,6.3,6.0,6.2,0.0,6,4,1,5,0,10,4,0,3,0,4,9
6.6,4.7,0.0,0.0,0.0,6.7,6.0,5.4,6.4,3.7,6.5,6.6,6.3,6.6,6.2,6.0,6.6,0.0,5,5,0,6,1,5,5,2,1,0,5,9
6.5,6.5,0.0,0.0,0.0,6.7,6.5,6.6,7.0,7.0,5.9,5.9,6.0,6.2,6.6,5.8,6.4,0.0,4,4,0,4,3,5,3,4,0,0,4,9
8.2,6.3,0.0,0.0,0.0,9.0,9.0,8.5,7.4,8.2,6.5,7.8,7.9,5.5,7.6,8.3,7.5,7.9,3,3,0,5,4,8,6,1,0,1,3,9
8.0,7.4,0.0,0.0,0.0,8.2,8.5,8.7,7.1,7.6,6.2,7.9,7.9,7.2,7.1,7.9,7.3,7.8,2,5,0,4,4,6,4,1,0,0,3,9
7.9,7.7,0.0,0.0,0.0,8.8,8.5,10.0,7.5,7.8,8.2,7.3,7.4,6.0,7.4,7.6,8.6,7.8,1,4,2,3,3,8,7,1,1,0,3,9
7.5,7.0,0.0,0.0,0.0,7.3,7.2,10.0,7.3,7.3,7.0,7.4,7.4,6.3,7.9,7.2,8.1,7.4,0,3,1,3,4,6,2,0,0,1,3,9
7.7,6.6,0.0,0.0,0.0,7.3,7.2,8.0,7.8,8.0,7.0,7.4,7.3,5.5,7.3,7.3,8.0,7.6,19,7,2,4,6,1,3,0,0,0,0,8
6.7,6.7,0.0,0.0,0.0,6.2,6.7,10.0,6.3,6.7,4.0,6.2,6.3,5.7,6.6,6.4,7.6,6.4,18,7,3,5,9,4,0,1,0,0,0,8
7.7,5.7,0.0,0.0,0.0,6.8,7.5,5.5,7.5,7.9,6.5,7.3,7.4,7.5,7.1,7.2,8.1,7.5,17,6,5,4,6,1,1,0,2,1,0,8
7.2,5.5,0.0,0.0,0.0,8.2,8.0,10.0,6.8,7.2,3.0,6.5,6.7,5.7,6.2,6.8,7.4,6.9,16,9,2,6,5,3,1,0,1,0,0,8
7.7,7.6,0.0,0.0,0.0,7.8,8.0,10.0,6.8,6.8,7.0,7.7,7.7,7.5,7.6,7.6,8.0,7.4,15,7,1,5,3,4,1,0,1,0,0,8
6.4,10.0,0.0,0.0,0.0,5.7,5.0,10.0,6.8,6.8,6.6,6.3,10.0,6.6,6.3,7.5,6.4,0.0,14,3,1,6,3,5,1,1,2,0,1,8
7.5,6.9,0.0,0.0,0.0,7.2,8.0,10.0,6.8,7.0,6.0,7.3,7.2,7.3,6.6,7.3,7.6,7.3,13,4,0,4,6,4,4,0,2,0,1,8
7.5,7.8,0.0,0.0,0.0,7.8,8.0,10.0,7.1,7.1,7.0,7.2,7.3,7.0,7.5,7.3,8.3,7.4,12,7,1,5,4,3,3,0,0,0,1,8
7.1,6.1,0.0,0.0,0.0,6.5,7.0,5.5,7.3,7.3,7.0,6.7,6.7,7.0,7.1,6.7,8.0,7.1,11,3,3,3,3,4,6,3,0,0,1,8
6.4,6.5,0.0,0.0,0.0,7.5,7.3,10.0,6.9,7.4,4.0,5.7,5.6,6.7,6.5,6.2,7.2,6.2,10,10,0,7,9,1,2,1,0,1,0,8
7.9,8.0,0.0,0.0,0.0,8.6,9.0,8.7,8.2,8.3,8.8,7.5,7.6,8.0,8.0,8.0,8.2,7.9,9,5,3,4,5,1,9,0,0,0,1,8
7.7,7.8,0.0,0.0,0.0,7.3,6.8,9.0,7.7,7.9,7.0,7.7,7.7,6.5,8.1,7.5,8.2,7.6,8,8,4,19,3,2,0,1,0,0,1,8
7.9,8.4,0.0,0.0,0.0,8.0,7.4,9.1,7.7,8.0,7.5,7.9,7.9,7.5,7.6,7.9,7.8,7.9,7,7,1,5,8,6,3,0,0,0,0,8
7.1,7.6,0.0,0.0,0.0,8.1,5.7,10.0,8.0,8.0,6.3,6.3,6.5,7.4,6.5,8.9,7.0,0.0,6,17,2,11,5,4,1,1,0,0,3,8
8.2,8.7,0.0,0.0,0.0,9.3,9.2,10.0,7.8,7.9,7.5,8.1,8.1,7.7,7.8,8.2,8.5,8.2,5,3,0,4,2,4,7,1,2,0,1,8
7.1,7.1,0.0,0.0,0.0,6.8,6.6,10.0,7.5,8.0,5.5,6.6,6.6,6.3,7.0,6.7,7.2,7.0,4,9,3,4,9,4,3,3,0,0,2,8
7.1,7.3,0.0,0.0,0.0,7.9,7.0,10.0,6.0,6.4,3.0,7.2,7.2,6.5,6.9,6.8,8.1,7.2,3,6,1,4,12,5,0,0,1,0,0,8
7.5,7.5,0.0,0.0,0.0,8.8,8.5,10.0,6.6,6.8,5.0,7.4,7.5,7.0,7.8,7.3,7.6,7.4,2,13,4,13,7,2,0,1,0,0,1,8
7.1,7.7,0.0,0.0,0.0,7.8,7.2,10.0,6.6,6.8,5.0,6.9,6.9,7.0,7.5,7.0,7.3,7.2,1,6,0,5,7,3,2,3,0,0,0,8
7.7,5.8,0.0,0.0,0.0,6.6,7.2,5.5,7.6,7.6,7.6,7.6,8.0,7.9,7.1,7.8,7.4,0.0,0,21,6,7,3,5,2,0,0,0,1,8
8.7,8.8,0.0,0.0,0.0,8.9,8.3,10.0,8.6,8.7,8.0,8.7,8.7,8.5,8.6,8.8,7.9,8.4,19,10,1,8,5,2,2,0,0,0,1,7
7.0,7.5,0.0,0.0,0.0,7.6,7.2,10.0,5.5,6.0,5.5,6.9,6.9,7.3,7.3,7.0,6.7,7.0,18,3,1,4,4,5,3,0,0,0,1,7
7.7,8.6,0.0,0.0,0.0,7.9,7.0,9.2,7.8,7.8,7.0,7.7,7.6,7.7,8.1,7.6,8.1,7.8,17,3,0,3,3,8,4,0,1,0,1,7
7.9,7.7,0.0,0.0,0.0,8.6,8.3,10.0,7.3,8.0,4.0,7.6,7.6,7.3,7.1,7.6,8.3,7.6,16,11,2,15,7,1,0,1,3,0,0,7
6.7,8.8,0.0,0.0,0.0,7.0,6.8,10.0,6.2,6.5,5.0,6.6,6.4,10.0,6.4,6.6,7.4,6.6,15,5,1,3,3,6,4,1,3,0,1,7
6.6,6.2,0.0,0.0,0.0,6.6,6.7,7.3,6.4,6.6,6.0,6.3,6.5,5.3,7.5,6.4,6.8,6.4,14,3,0,3,3,6,8,2,1,0,2,7
7.5,7.1,0.0,0.0,0.0,6.9,7.3,7.0,7.3,7.2,7.5,7.4,7.4,7.0,7.5,7.5,7.3,7.0,13,2,1,4,3,6,4,1,0,0,1,7
7.6,7.3,0.0,0.0,0.0,8.0,7.7,9.7,7.8,8.2,3.0,7.0,7.0,7.0,7.1,7.2,8.4,7.5,12,9,3,2,7,2,5,0,0,0,0,7
7.9,8.4,0.0,0.0,0.0,8.3,7.9,9.2,7.5,7.6,7.0,7.7,7.7,7.5,7.7,7.8,8.2,7.7,11,2,1,3,3,3,4,3,3,1,2,7
8.1,8.6,0.0,0.0,0.0,8.3,7.6,10.0,8.3,8.5,7.5,7.8,7.8,7.5,7.7,8.2,7.5,7.8,10,4,1,3,2,4,7,4,0,0,1,7
7.7,7.7,0.0,0.0,0.0,7.7,7.0,10.0,7.7,7.8,6.0,7.5,7.5,5.5,7.9,7.4,8.1,7.5,9,5,1,3,6,8,3,5,0,0,1,7
7.7,7.5,0.0,0.0,0.0,7.6,7.3,9.0,7.7,7.8,6.0,7.6,7.6,5.5,7.8,7.5,7.9,7.5,8,3,2,4,6,6,6,0,0,1,1,7
6.9,7.1,0.0,0.0,0.0,8.1,7.3,10.0,6.3,7.0,3.0,6.6,6.5,7.0,6.5,6.7,7.3,6.8,7,5,2,4,5,10,6,3,0,1,1,7
8.0,7.6,0.0,0.0,0.0,7.7,7.7,8.1,8.1,8.5,7.0,7.6,7.7,7.0,7.8,7.7,8.0,7.9,6,2,2,6,5,5,2,1,0,0,1,7
7.1,6.6,0.0,0.0,0.0,7.0,6.8,10.0,6.7,7.2,5.0,6.5,6.6,5.5,6.8,6.7,7.1,7.0,5,3,2,5,8,3,3,2,1,0,1,7
6.7,6.5,0.0,0.0,0.0,8.2,8.5,10.0,5.8,6.2,4.5,6.1,6.2,5.5,6.7,6.7,6.3,6.4,4,3,2,2,5,14,6,2,0,0,1,7
6.7,7.3,0.0,0.0,0.0,8.4,8.0,10.0,6.5,6.6,6.5,6.1,6.2,5.5,7.1,6.8,6.4,6.8,3,4,3,4,7,7,3,1,0,0,1,7
7.5,7.8,0.0,0.0,0.0,8.7,8.4,10.0,7.3,7.5,7.0,7.0,7.0,7.5,6.9,7.2,7.6,7.4,2,7,2,3,9,2,2,0,0,0,1,7
