m_avg,f_avg,u18_avg,m_u18_avg,f_u18_avg,18-29_avg,m_18-29_avg,f_18-29_avg,30-44_avg,m_30-44_avg,f_30-44_avg,45+_avg,m_45+_avg,f_45+_avg,top_1000_vot,us_users_avg,non_users_avg,imdb_users_avg,epno,crv-1,crv-2,crv-3,crv-4,crv-5,crv-6,crv-7,crv-8,crv-9,crv-10,sid
7.9,8.4,0.0,0.0,0.0,8.6,7.8,10.0,7.9,8.0,7.0,7.6,7.6,6.5,8.4,7.6,8.5,7.9,1,3,1,4,4,11,3,3,0,0,4,7
7.2,8.3,0.0,0.0,0.0,8.3,8.0,10.0,7.3,7.4,5.0,6.6,6.6,7.0,7.6,6.9,7.7,7.3,0,4,3,4,6,11,2,5,0,0,1,7
7.7,8.9,0.0,0.0,0.0,8.7,8.1,10.0,7.7,7.7,7.3,7.3,7.0,7.8,7.7,8.0,7.8,0.0,12,6,4,7,10,2,0,1,0,0,0,6
7.2,6.2,0.0,0.0,0.0,7.5,7.2,10.0,7.1,7.6,5.7,6.4,6.6,5.5,8.0,6.7,7.5,7.0,11,10,0,11,6,4,3,0,0,0,0,6
7.0,7.1,0.0,0.0,0.0,8.2,8.0,10.0,6.9,7.2,6.0,6.1,6.2,6.2,7.3,6.6,7.9,6.7,10,4,1,7,3,1,5,3,3,0,4,6
6.9,7.9,0.0,0.0,0.0,7.7,7.4,10.0,6.7,6.8,6.5,6.6,6.6,7.0,7.5,6.8,7.4,7.2,9,6,0,2,10,5,0,4,1,1,1,6
7.4,8.0,0.0,0.0,0.0,8.3,8.2,10.0,6.9,7.0,6.0,7.1,7.0,7.7,7.5,7.1,8.1,7.3,8,2,2,2,6,6,1,2,2,0,1,6
7.1,7.6,0.0,0.0,0.0,8.5,8.2,10.0,6.4,6.6,6.3,7.1,6.9,7.7,7.3,7.0,7.8,7.2,7,3,1,2,2,4,4,2,0,1,1,6
8.1,8.2,0.0,0.0,0.0,8.5,7.9,10.0,7.9,7.9,7.3,8.0,8.1,5.5,7.7,8.2,7.5,8.0,6,4,2,3,3,7,3,6,1,0,1,6
6.8,7.4,0.0,0.0,0.0,7.8,8.0,10.0,5.6,5.8,4.0,6.6,6.6,7.0,7.5,6.8,6.5,6.5,5,3,0,3,4,9,6,1,3,1,1,6
7.0,6.6,0.0,0.0,0.0,7.1,8.8,7.0,6.8,7.0,6.0,6.3,6.2,7.0,7.2,6.5,7.5,6.7,4,4,0,3,6,10,5,4,2,1,1,6
7.3,8.0,0.0,0.0,0.0,8.3,8.5,10.0,6.7,6.7,8.0,7.1,7.1,7.0,7.1,7.3,7.6,7.2,3,3,0,7,5,8,4,4,0,0,1,6
7.3,8.0,0.0,0.0,0.0,8.2,7.8,10.0,7.3,7.4,7.0,6.8,6.8,6.5,7.4,7.1,7.9,7.3,2,2,2,5,8,6,3,2,1,0,1,6
7.9,8.6,0.0,0.0,0.0,8.8,8.1,10.0,7.2,7.3,7.0,7.8,7.9,7.0,7.7,7.6,8.3,7.9,1,6,3,3,6,8,2,5,3,1,5,6
6.8,7.4,0.0,0.0,0.0,7.6,7.2,10.0,5.8,5.9,5.5,6.9,6.9,7.0,7.2,6.5,7.1,6.9,0,8,0,2,13,12,1,2,0,2,1,6
7.5,8.4,0.0,0.0,0.0,8.3,8.0,9.2,6.6,6.6,7.8,7.9,7.9,8.0,8.4,7.6,7.2,7.7,19,9,4,6,7,3,2,0,0,0,0,5
6.9,8.0,0.0,0.0,0.0,8.3,8.5,10.0,6.2,6.2,7.0,6.7,6.8,6.5,7.5,6.7,7.9,7.0,18,10,4,10,5,3,1,0,1,0,0,5
7.5,7.9,0.0,0.0,0.0,8.0,7.4,10.0,7.5,7.8,6.0,7.1,7.1,7.0,7.7,7.2,7.6,7.6,17,5,3,5,9,4,2,0,1,0,0,5
7.8,8.3,0.0,0.0,0.0,8.8,8.2,10.0,7.6,7.6,7.7,7.7,7.8,6.0,7.6,7.8,7.7,7.7,16,7,1,3,14,4,3,0,1,1,1,5
6.7,7.1,0.0,0.0,0.0,7.5,7.3,10.0,6.3,6.4,5.8,6.7,6.7,7.0,7.8,6.6,7.1,6.7,15,3,1,1,8,6,3,4,2,0,4,5
7.6,7.9,0.0,0.0,0.0,8.8,8.6,10.0,7.2,7.3,7.5,7.3,7.4,6.0,8.1,7.5,7.6,7.7,14,2,1,3,6,5,8,1,0,0,2,5
7.6,7.6,0.0,0.0,0.0,8.4,8.1,10.0,7.3,7.4,5.9,7.3,7.3,7.3,8.4,7.5,7.8,7.6,13,3,2,1,8,10,4,0,1,0,2,5
7.4,7.3,0.0,0.0,0.0,8.2,8.0,10.0,6.5,6.6,7.0,7.4,7.3,6.5,7.2,7.1,7.7,7.4,12,5,4,5,9,6,1,4,1,0,1,5
6.8,7.7,0.0,0.0,0.0,8.0,7.7,9.7,6.3,6.3,6.5,6.6,6.5,8.0,7.4,6.3,7.8,6.9,11,4,1,3,11,3,3,0,2,0,1,5
5.7,6.5,0.0,0.0,0.0,6.5,6.6,10.0,5.1,5.2,4.5,5.7,5.6,6.7,6.1,5.4,6.2,5.6,10,2,0,3,8,4,6,1,1,0,1,5
8.0,8.5,0.0,0.0,0.0,8.8,8.7,10.0,7.5,7.4,8.0,7.9,7.9,7.0,8.0,7.9,8.2,8.0,9,4,4,4,12,3,1,5,0,1,2,5
7.5,8.2,0.0,0.0,0.0,7.8,7.8,8.7,7.3,7.3,7.0,7.4,7.2,9.0,7.5,7.1,8.2,7.4,8,3,1,3,7,10,2,2,2,0,1,5
6.7,8.0,0.0,0.0,0.0,8.0,8.1,10.0,6.5,6.5,7.0,6.4,6.3,7.7,6.8,6.5,7.4,6.7,7,4,0,3,5,8,6,1,1,0,2,5
8.1,8.9,0.0,0.0,0.0,9.0,8.8,10.0,7.5,7.3,9.0,8.3,8.4,7.5,8.1,8.2,8.2,8.1,6,9,3,7,11,3,5,1,0,3,2,5
7.0,7.5,0.0,0.0,0.0,8.1,8.0,10.0,6.6,6.7,6.3,6.8,6.8,7.0,7.2,6.6,7.9,6.8,5,6,1,2,8,3,6,4,2,0,2,5
7.2,7.2,0.0,0.0,0.0,7.9,7.6,10.0,6.9,7.0,6.3,6.8,6.9,6.2,7.5,6.8,7.5,7.0,4,2,2,3,6,7,7,2,1,0,1,5
7.5,7.7,0.0,0.0,0.0,7.7,7.7,8.0,7.0,7.0,7.0,7.5,7.5,7.0,7.3,7.2,7.3,7.3,3,6,3,2,9,7,4,1,3,1,1,5
7.5,7.2,0.0,0.0,0.0,7.6,7.7,8.7,7.0,7.2,6.3,7.6,7.6,7.0,7.5,7.2,7.9,7.4,2,5,1,2,9,6,4,4,1,1,1,5
7.5,8.8,0.0,0.0,0.0,8.4,8.1,9.8,7.0,6.8,8.5,7.7,7.7,7.4,7.5,7.5,7.5,7.7,1,13,3,9,6,5,1,0,1,0,1,5
7.1,7.5,0.0,0.0,0.0,8.3,8.1,10.0,6.7,6.7,6.5,6.9,7.0,7.0,6.9,6.8,7.6,7.0,0,16,5,9,11,6,3,0,2,0,1,5
6.4,7.0,0.0,0.0,0.0,7.2,7.1,8.2,6.2,6.2,6.0,6.0,6.0,6.2,6.4,6.2,6.5,6.3,19,14,3,6,6,5,0,0,2,1,1,4
7.5,7.8,0.0,0.0,0.0,8.3,8.2,9.3,7.2,7.1,7.1,7.4,7.4,7.0,7.6,7.4,7.5,7.5,18,7,2,3,14,4,3,0,0,1,0,4
7.7,8.6,0.0,0.0,0.0,8.1,7.7,9.2,7.4,7.4,7.7,7.8,7.7,8.2,7.5,7.5,8.2,7.8,17,11,4,6,7,6,5,0,0,0,1,4
7.1,7.2,0.0,0.0,0.0,7.7,7.9,7.5,7.0,7.0,6.7,6.8,6.7,7.7,6.8,7.1,6.8,7.0,16,8,1,3,7,7,7,4,1,0,3,4
7.1,8.0,0.0,0.0,0.0,7.7,7.5,9.0,6.7,6.7,6.7,7.2,7.2,7.8,7.0,7.1,6.9,7.1,15,11,5,5,8,7,2,2,0,0,2,4
7.0,8.1,0.0,0.0,0.0,7.7,7.4,8.4,7.0,6.8,8.4,7.0,7.0,7.2,7.2,6.9,7.3,7.2,14,10,2,6,7,8,3,2,3,0,2,4
6.7,7.9,0.0,0.0,0.0,7.7,7.6,9.0,6.5,6.3,7.0,6.8,6.8,8.2,6.9,6.6,7.1,6.8,13,10,1,4,11,7,4,0,0,1,0,4
7.2,7.6,0.0,0.0,0.0,7.7,7.6,8.1,7.2,7.3,6.8,7.1,7.1,7.6,7.2,7.1,7.3,7.2,12,6,2,3,7,5,3,1,2,2,2,4
7.0,7.3,0.0,0.0,0.0,7.9,7.8,8.4,7.1,7.2,6.3,6.6,6.5,7.5,6.9,6.8,7.4,7.0,11,12,4,10,12,5,3,2,4,0,1,4
6.4,7.0,0.0,0.0,0.0,7.4,7.4,7.6,5.9,5.8,5.9,6.7,6.6,7.6,6.6,6.5,6.3,6.5,10,8,5,4,13,3,2,4,1,0,0,4
6.7,6.0,0.0,10.0,10.0,6.7,7.1,4.1,5.7,5.2,7.1,7.2,7.5,5.8,6.4,6.1,6.7,6.5,9,8,2,7,10,2,2,5,1,0,1,4
6.9,6.8,0.0,8.0,8.0,6.8,6.9,6.6,7.0,7.0,7.1,6.8,7.0,5.5,6.8,6.7,6.9,6.8,8,7,1,4,8,10,1,4,3,4,1,4
7.7,6.8,0.0,8.5,8.5,7.8,8.4,3.8,7.6,7.3,8.3,7.6,7.5,8.1,7.5,7.5,7.8,7.4,7,19,6,14,10,3,2,4,0,1,1,4
6.8,6.7,0.0,7.0,7.0,6.7,7.2,3.9,7.0,6.6,7.9,6.8,6.7,7.8,6.9,6.6,7.3,6.7,6,9,0,10,16,2,2,1,1,0,0,4
5.4,6.0,0.0,6.0,6.0,5.5,5.6,3.8,5.3,5.1,6.1,6.0,5.9,6.7,6.1,5.3,5.8,5.6,5,24,8,17,17,7,2,1,3,1,0,4
6.9,7.2,0.0,8.0,8.0,7.1,7.2,5.4,6.7,6.6,7.2,7.1,6.8,8.7,7.0,6.6,7.3,6.9,4,11,2,1,11,6,4,3,0,2,1,4
6.3,6.3,0.0,8.0,8.0,6.3,6.3,4.7,6.0,6.1,6.1,6.8,6.8,7.4,6.2,5.8,6.9,6.1,3,15,8,8,6,2,4,0,1,0,0,4
7.1,6.7,0.0,9.0,9.0,7.4,7.6,5.5,6.7,6.8,6.7,6.9,6.9,7.3,6.8,6.9,7.0,6.9,2,15,2,4,12,5,7,2,4,1,1,4
6.3,6.2,0.0,5.5,1.0,6.5,6.9,3.9,6.2,6.0,6.8,6.3,6.1,6.9,6.9,6.1,6.6,6.4,1,12,1,6,8,5,4,5,2,0,0,4
6.2,6.8,0.0,10.0,10.0,6.4,6.4,5.6,6.3,6.0,7.1,6.2,6.1,6.7,6.4,5.8,6.7,6.2,0,14,1,11,13,4,5,1,0,3,0,4
7.5,7.8,0.0,10.0,10.0,7.9,8.0,6.8,7.5,7.3,8.0,7.5,7.2,8.5,7.2,7.1,7.9,7.4,19,8,1,4,14,4,3,1,2,0,0,3
6.0,6.1,0.0,7.0,7.0,6.7,6.5,8.2,5.6,5.5,5.7,5.8,5.7,5.0,6.1,5.8,6.2,6.1,18,10,1,6,11,3,1,2,0,0,2,3
6.2,6.7,0.0,10.0,10.0,6.4,6.2,6.4,6.3,6.1,6.8,6.2,6.1,6.0,6.5,6.1,6.7,6.3,17,33,15,16,10,2,2,3,1,1,1,3
5.5,5.5,0.0,10.0,10.0,5.5,5.7,4.0,5.3,5.2,5.9,5.5,5.4,6.1,5.7,5.5,5.6,5.5,16,6,2,4,14,4,5,2,0,0,1,3
7.0,7.1,0.0,10.0,10.0,7.1,7.1,6.9,6.9,6.7,7.6,6.9,7.0,5.2,6.5,6.8,7.2,7.3,15,12,3,3,16,3,1,2,0,0,0,3
7.9,8.2,0.0,10.0,10.0,8.4,8.3,8.7,7.7,7.7,7.9,7.4,7.4,7.8,7.3,7.7,8.0,8.0,14,15,6,6,13,4,8,1,0,1,0,3
6.3,7.6,0.0,7.0,7.0,7.2,7.1,7.3,6.0,5.7,7.4,6.2,5.8,8.5,6.5,5.9,7.0,6.5,13,6,2,4,9,6,5,2,3,0,1,3
8.2,8.5,0.0,9.0,9.0,8.7,8.6,9.3,8.2,8.1,8.5,7.7,7.7,8.2,7.9,8.1,8.4,8.3,12,5,1,5,8,15,5,2,0,1,2,3
7.3,7.8,0.0,10.0,10.0,7.7,7.6,7.8,7.3,7.1,7.7,7.2,7.0,8.0,7.2,7.1,7.6,7.5,11,9,3,6,14,5,4,2,0,0,3,3
7.5,8.7,0.0,10.0,10.0,8.4,8.2,8.8,7.4,7.0,8.7,7.3,7.0,8.8,7.4,7.5,7.9,7.9,10,12,2,9,10,4,4,3,1,0,0,3
7.9,8.3,0.0,7.0,7.0,8.4,8.2,8.9,7.8,7.7,7.9,7.1,7.0,7.6,7.6,7.8,8.0,8.0,9,15,2,10,19,1,4,0,0,0,2,3
7.3,7.6,0.0,10.0,10.0,7.8,7.9,7.1,7.0,6.7,7.8,6.8,6.6,8.3,7.0,6.7,7.9,7.3,8,17,4,11,7,8,1,2,0,2,0,3
6.9,7.6,0.0,10.0,10.0,7.6,7.4,8.1,6.9,6.7,7.6,6.4,6.2,7.7,6.9,7.0,7.1,7.1,7,11,1,10,8,5,4,0,1,0,1,3
4.0,3.2,0.0,7.8,7.8,3.2,3.3,2.6,4.6,4.7,4.4,4.0,4.1,3.1,5.2,3.9,4.2,3.8,6,8,2,6,11,6,2,0,0,0,1,3
7.5,8.0,0.0,10.0,10.0,7.9,8.0,6.4,7.6,7.3,8.4,7.1,6.7,8.9,7.5,7.4,7.8,7.7,5,11,0,6,7,5,4,3,3,0,2,3
6.1,6.6,0.0,4.0,4.0,6.5,6.7,5.6,6.2,6.0,7.7,6.2,5.8,8.2,6.7,5.7,6.8,6.1,4,15,2,11,11,5,3,1,1,0,0,3
7.2,7.7,0.0,7.0,7.0,7.4,7.4,6.9,7.4,7.3,7.8,7.1,6.8,7.9,7.2,6.7,7.6,7.3,3,13,3,2,10,6,4,1,5,0,2,3
6.3,6.8,0.0,8.0,8.0,6.5,6.3,6.8,6.0,5.8,7.0,6.5,6.6,5.5,6.3,5.8,6.7,6.4,2,8,1,6,6,7,4,4,2,1,3,3
7.2,8.2,0.0,7.0,7.0,7.7,7.4,9.0,7.1,6.9,7.8,7.4,7.1,8.2,7.2,7.2,7.4,7.5,1,8,1,6,13,7,5,1,2,0,2,3
6.3,6.8,0.0,10.0,10.0,6.6,6.4,6.7,6.2,6.2,6.4,6.6,6.5,7.3,6.3,6.3,6.6,6.4,0,15,5,11,11,2,7,1,6,0,0,3
7.7,8.1,0.0,9.0,9.0,8.3,8.2,9.0,7.4,7.4,7.4,7.5,7.6,6.8,7.2,7.7,7.6,7.7,22,13,2,12,7,6,1,0,1,0,1,2
8.1,8.5,0.0,8.0,8.0,8.8,8.6,9.3,7.7,7.6,8.1,7.3,7.5,6.0,7.5,8.1,7.9,8.2,21,12,1,4,12,8,5,2,1,0,0,2
6.8,7.2,0.0,7.0,7.0,6.8,6.8,6.3,6.8,6.6,7.5,6.8,6.6,8.0,6.8,6.4,7.0,6.8,20,13,2,13,10,4,2,4,0,0,0,2
6.7,7.0,0.0,10.0,10.0,7.2,7.1,7.4,6.6,6.5,6.8,6.3,6.2,6.7,6.8,6.8,6.7,6.8,19,9,3,3,14,7,2,1,1,0,3,2
8.0,7.7,0.0,8.5,8.5,8.3,8.4,7.3,7.9,7.8,8.4,7.5,7.5,6.9,7.5,7.6,8.0,8.0,18,9,1,5,14,10,2,4,1,1,2,2
6.1,5.9,0.0,4.0,4.0,6.4,6.4,5.2,5.9,5.8,6.0,6.0,5.8,7.3,6.3,5.8,6.0,6.2,17,11,1,3,18,8,5,3,0,0,0,2
7.4,8.1,0.0,5.0,5.0,8.3,8.1,8.7,7.0,6.9,7.3,7.3,7.1,8.5,6.8,7.2,7.8,7.6,16,14,1,1,17,9,7,2,0,0,0,2
8.8,8.7,0.0,10.0,10.0,9.1,9.1,8.3,8.4,8.2,8.8,8.6,8.4,9.6,7.8,8.6,8.8,8.8,15,11,3,6,16,6,6,4,1,0,0,2
7.0,7.4,0.0,8.0,8.0,7.5,7.5,7.3,6.7,6.4,7.4,7.1,7.0,7.6,6.9,6.7,7.1,7.2,14,19,6,14,13,4,5,1,0,0,1,2
7.5,7.9,0.0,7.0,7.0,7.9,7.9,7.8,7.3,7.1,8.1,7.5,7.5,8.0,7.4,7.4,7.6,7.6,13,8,3,3,8,6,3,5,2,1,2,2
7.4,7.2,0.0,8.0,8.0,8.0,8.0,7.3,7.1,7.0,7.5,7.3,7.2,7.7,6.8,7.0,7.9,7.6,12,9,3,4,13,4,4,4,2,0,3,2
8.4,8.9,0.0,9.0,9.0,8.9,8.9,8.6,8.2,7.9,9.0,8.4,8.2,8.6,7.1,8.1,8.7,8.5,11,13,1,3,16,8,3,5,1,0,0,2
7.5,7.3,0.0,8.0,8.0,7.8,7.9,7.0,7.0,6.9,7.4,7.5,7.6,7.5,7.1,7.1,7.8,7.5,10,11,1,5,19,6,4,0,3,0,0,2
7.1,8.0,0.0,10.0,10.0,7.8,7.7,7.7,7.1,6.9,7.9,7.1,6.8,8.5,6.8,7.0,7.6,7.5,9,16,6,12,15,2,7,1,0,0,0,2
7.6,8.0,0.0,10.0,10.0,8.1,8.0,8.3,7.3,7.1,7.9,7.6,7.7,5.7,7.3,7.4,7.8,7.7,8,13,3,7,9,8,6,7,2,0,1,2
5.7,6.0,0.0,4.0,4.0,6.1,6.6,4.9,5.7,5.6,6.1,6.0,5.4,8.5,5.9,5.6,6.1,5.8,7,20,10,10,18,7,7,1,0,0,2,2
8.9,8.6,0.0,10.0,10.0,9.2,9.4,8.0,8.7,8.6,9.1,8.5,8.6,7.7,8.2,8.8,9.0,8.8,6,10,1,2,15,8,7,1,1,0,1,2
7.9,7.9,0.0,7.0,7.0,8.5,8.5,8.8,7.6,7.7,7.0,7.0,7.1,6.8,7.6,7.7,7.9,7.9,5,17,3,10,15,6,4,5,1,0,0,2
5.4,7.2,0.0,10.0,10.0,6.6,5.8,7.8,5.4,5.1,5.9,6.3,5.5,8.5,6.1,5.9,5.7,5.9,4,15,6,14,13,7,2,1,2,1,0,2
6.4,6.8,0.0,10.0,10.0,7.3,7.3,7.3,6.3,6.2,6.4,5.5,5.6,5.7,6.7,6.2,6.6,6.6,3,8,2,5,18,10,6,5,0,0,2,2
7.1,7.4,0.0,10.0,10.0,7.5,7.3,7.7,7.0,6.9,7.1,6.7,7.1,4.7,6.6,7.1,6.9,7.1,2,17,4,15,15,7,5,0,0,2,0,2
7.0,7.5,0.0,10.0,10.0,7.9,8.1,7.2,6.7,6.4,7.6,6.6,6.6,7.2,7.2,6.8,7.1,7.1,1,17,1,11,12,7,4,0,1,2,0,2
6.4,7.2,0.0,7.1,7.0,7.8,6.5,6.3,7.0,5.7,5.7,5.7,0.0,6.9,6.0,6.7,6.7,0.0,0,13,6,7,17,8,7,1,2,0,0,2
7.8,8.5,0.0,9.0,9.0,8.5,8.4,9.0,7.3,7.1,8.2,7.5,8.0,6.5,7.8,7.4,8.3,7.8,23,12,4,4,16,10,6,5,3,0,1,1
8.5,8.7,0.0,10.0,10.0,9.2,9.1,8.7,8.3,8.0,9.0,8.2,8.5,7.2,7.5,8.3,8.5,8.5,22,8,3,2,13,5,9,7,6,7,3,1
7.2,7.3,0.0,8.2,7.8,8.4,6.9,6.5,7.6,7.1,7.8,5.2,0.0,6.4,6.5,7.8,7.5,0.0,21,15,10,12,14,6,2,0,1,1,0,1
4.9,8.2,0.0,10.0,10.0,7.2,5.5,8.8,5.0,4.7,6.6,6.5,4.8,8.1,5.7,5.6,6.5,6.5,20,12,3,13,20,9,3,1,3,0,0,1
8.7,7.2,0.0,9.0,9.0,8.2,8.6,6.6,8.8,8.8,6.7,8.2,8.1,9.2,7.7,8.5,8.8,8.5,19,9,6,8,16,12,3,6,3,2,1,1
6.6,5.5,0.0,10.0,10.0,6.0,6.5,5.0,5.5,7.8,4.0,6.4,5.5,9.0,6.2,5.8,6.7,6.4,18,26,7,19,9,6,1,4,1,1,0,1
8.6,7.1,0.0,7.0,7.0,8.6,9.3,7.5,7.9,8.1,6.5,9.1,9.1,9.0,8.7,8.9,7.9,8.1,17,12,3,5,23,12,9,5,1,0,2,1
7.9,7.5,0.0,10.0,10.0,7.4,7.8,7.5,6.9,7.3,6.0,8.7,8.3,9.5,7.8,8.0,7.1,8.0,16,13,5,8,21,11,3,3,2,3,1,1
5.6,7.2,0.0,1.0,1.0,6.3,7.0,5.0,5.6,5.8,5.0,7.0,6.1,9.5,6.4,6.4,6.3,6.1,15,15,3,14,22,8,7,1,2,2,0,1
6.7,7.0,0.0,9.0,9.0,5.0,5.0,5.8,6.1,4.0,6.8,6.4,8.5,6.1,6.5,7.7,6.5,0.0,14,11,9,12,18,13,1,3,2,0,0,1
7.0,5.8,0.0,8.0,8.0,6.7,6.5,6.8,7.0,6.0,6.5,6.7,5.7,6.7,6.9,6.8,6.6,0.0,13,20,10,17,16,10,5,5,0,1,0,1
8.7,9.2,0.0,10.0,10.0,9.2,9.2,9.5,8.7,8.6,9.0,8.6,8.5,8.8,8.6,8.8,8.4,8.7,12,11,4,10,21,16,6,3,0,1,1,1
7.7,7.8,0.0,9.0,9.0,8.1,8.3,7.7,7.5,7.5,7.6,7.6,7.5,8.2,7.6,7.6,7.7,7.6,11,8,2,6,17,20,9,5,3,2,2,1
6.4,6.8,10.0,10.0,10.0,6.5,6.7,5.8,6.5,6.2,7.0,6.6,6.6,6.9,6.2,6.3,6.9,6.4,10,13,10,21,19,7,3,5,1,1,0,1
7.7,8.6,8.7,9.0,10.0,8.4,8.5,8.4,7.3,6.9,8.4,7.6,7.2,8.7,7.3,7.4,8.1,7.9,9,17,8,21,21,7,5,3,0,0,0,1
5.3,5.2,7.7,8.0,7.0,5.3,5.4,3.5,5.3,5.1,6.0,5.5,5.7,5.3,6.0,5.3,5.6,5.3,8,13,3,12,24,20,6,2,4,0,0,1
6.9,5.9,8.0,8.0,8.0,7.2,7.4,4.0,6.7,6.6,6.8,6.2,6.2,5.7,6.3,6.3,7.1,6.6,7,14,9,13,30,11,13,3,2,1,1,1
8.0,7.6,8.5,8.7,7.0,7.5,7.8,5.5,8.3,8.3,8.3,7.8,7.9,7.2,7.5,7.8,7.8,7.9,6,62,43,28,18,6,2,1,3,1,5,1
6.4,6.1,7.2,6.5,10.0,6.3,6.4,5.2,6.2,6.2,6.3,6.4,6.6,5.9,6.4,5.8,6.8,6.3,5,15,11,17,27,17,9,7,1,0,2,1
8.0,7.5,9.0,8.6,10.0,8.1,8.4,5.9,7.8,7.8,8.1,7.6,7.7,7.5,7.2,7.4,8.1,7.8,4,13,5,15,26,23,11,8,6,0,2,1
7.5,7.6,8.7,8.3,9.0,7.7,8.0,5.5,7.3,7.0,8.0,7.6,7.4,8.3,6.9,6.9,7.9,7.5,3,19,7,21,37,19,11,6,4,2,0,1
7.6,7.6,9.5,10.0,9.0,8.0,8.0,8.1,7.2,7.3,6.7,7.4,7.3,8.1,7.1,7.5,7.4,7.7,2,16,10,19,30,26,15,4,4,3,2,1
7.2,7.5,8.5,8.0,9.0,7.5,7.4,7.4,6.9,6.8,7.4,7.0,6.9,8.0,7.1,6.8,7.5,7.3,1,24,9,20,26,25,20,15,3,7,9,1
7.0,7.5,8.5,7.0,10.0,7.6,7.4,7.4,7.0,6.9,7.2,6.6,6.6,6.7,6.8,7.0,7.0,7.2,0,70,20,48,57,27,30,2,4,3,4,1
